ano;orgao;unidade;funcao;programa;acao;categoria;fonte;valor
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;1207-SUPORTE E APOIO EFETIVOS PARA UMA EDUCAÇÃO DE QUALIDADE E ACESSÍVEL;2127 - ALIMENTAÇÃO ESCOLAR;3-DESPESAS CORRENTES;552-TRANSF. DE RECURSOS DO FNDE REFERENTES AO PNAE;13280000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;1207-SUPORTE E APOIO EFETIVOS PARA UMA EDUCAÇÃO DE QUALIDADE E ACESSÍVEL;2127 - ALIMENTAÇÃO ESCOLAR;3-DESPESAS CORRENTES;553-TRANSF. DE RECURSOS DO FNDE REFERENTES AO PNATE;2000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;1207-SUPORTE E APOIO EFETIVOS PARA UMA EDUCAÇÃO DE QUALIDADE E ACESSÍVEL;2127 - ALIMENTAÇÃO ESCOLAR;3-DESPESAS CORRENTES;550-TRANSFERÊNCIA DO SALÁRIO - EDUCAÇÃO;20400000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;1247-PROMOÇÃO E FORTALECIMENTO DA POLÍTICA DA PRIMEIRA INFÂNCIA;2179 - AMPLIAÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO INFANTIL;3-DESPESAS CORRENTES;540-TRANSFERÊNCIAS DO FUNDEB-IMPOSTOS E TRANSF. DE IMPOSTOS;45060000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;1247-PROMOÇÃO E FORTALECIMENTO DA POLÍTICA DA PRIMEIRA INFÂNCIA;2179 - AMPLIAÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO INFANTIL;3-DESPESAS CORRENTES;541-TRANSFERÊNCIAS DO FUNDEB-COMPLEMENTAÇÃO DA UNIÃO - VAAF;19000000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;1247-PROMOÇÃO E FORTALECIMENTO DA POLÍTICA DA PRIMEIRA INFÂNCIA;2179 - AMPLIAÇÃO E DESENVOLVIMENTO DA EDUCAÇÃO INFANTIL;3-DESPESAS CORRENTES;543-TRANSFERÊNCIAS DO FUNDEB-COMPLEMENTAÇÃO DA UNIÃO-VAAR;6370000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;1249-AMPLIAÇÃO E GESTÃO DA REDE DE ENSINO FUNDAMENTAL;2178 - UNIVERSALIZAÇÃO E QUALIFICAÇÃO DO ENSINO FUNDAMENTAL;3-DESPESAS CORRENTES;540-TRANSFERÊNCIAS DO FUNDEB-IMPOSTOS E TRANSF. DE IMPOSTOS;368960000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;1249-AMPLIAÇÃO E GESTÃO DA REDE DE ENSINO FUNDAMENTAL;2178 - UNIVERSALIZAÇÃO E QUALIFICAÇÃO DO ENSINO FUNDAMENTAL;3-DESPESAS CORRENTES;541-TRANSFERÊNCIAS DO FUNDEB-COMPLEMENTAÇÃO DA UNIÃO - VAAF;42670000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;1249-AMPLIAÇÃO E GESTÃO DA REDE DE ENSINO FUNDAMENTAL;2178 - UNIVERSALIZAÇÃO E QUALIFICAÇÃO DO ENSINO FUNDAMENTAL;3-DESPESAS CORRENTES;543-TRANSFERÊNCIAS DO FUNDEB-COMPLEMENTAÇÃO DA UNIÃO-VAAR;6000000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;2110-GESTÃO DAS POLÍTICAS MUNICIPAIS DE EDUCAÇÃO;2035 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE EDUCAÇÃO;3-DESPESAS CORRENTES;540-TRANSFERÊNCIAS DO FUNDEB-IMPOSTOS E TRANSF. DE IMPOSTOS;35000000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;2110-GESTÃO DAS POLÍTICAS MUNICIPAIS DE EDUCAÇÃO;2035 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE EDUCAÇÃO;3-DESPESAS CORRENTES;541-TRANSFERÊNCIAS DO FUNDEB-COMPLEMENTAÇÃO DA UNIÃO - VAAF;11700000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;3103-GESTÃO DOS ENCARGOS GERAIS DO SETOR EDUCACIONAL;9021 - ENCARGOS COM A PREVIDÊNCIA SOCIAL DOS SERVIDORES - REGIME PRÓPRIO;3-DESPESAS CORRENTES;540-TRANSFERÊNCIAS DO FUNDEB-IMPOSTOS E TRANSF. DE IMPOSTOS;35000000,0
2024;14-SEDUC;1401-SEDUC - SECRETARIA DE EDUCAÇÃO - ADMINISTRAÇÃO DIRETA;12-EDUCAÇÃO;3103-GESTÃO DOS ENCARGOS GERAIS DO SETOR EDUCACIONAL;9022 - ENCARGOS COM A PREVIDÊNCIA SOCIAL DOS SERVIDORES - REGIME GERAL;3-DESPESAS CORRENTES;540-TRANSFERÊNCIAS DO FUNDEB-IMPOSTOS E TRANSF. DE IMPOSTOS;3000000,0
2024;15-SEFIN;1501-SEFIN - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2122-GESTÃO PÚBLICA DE EXCELÊNCIA;1040 - MODERNIZAÇÃO ADMINISTRATIVA E FISCAL DO MUNICÍPIO;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;500000,0
2024;15-SEFIN;1501-SEFIN - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2041 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS TRIBUTÁRIA E FINANCEIRA DO MUNICÍPIO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;75015000,0
2024;15-SEFIN;1501-SEFIN - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;1000000,0
2024;15-SEFIN;1501-SEFIN - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2041 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS TRIBUTÁRIA E FINANCEIRA DO MUNICÍPIO;3-DESPESAS CORRENTES;753-RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES;500000,0
2024;15-SEFIN;1501-SEFIN - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2122-GESTÃO PÚBLICA DE EXCELÊNCIA;1040 - MODERNIZAÇÃO ADMINISTRATIVA E FISCAL DO MUNICÍPIO;4-DESPESAS DE CAPITAL;754-RECURSOS DE OPERAÇÕES DE CRÉDITO;1000000,0
2024;16-GABCOM;1601-GABCOM - GABINETE DE COMUNICAÇÃO - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2156 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE COMUNICAÇÃO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;10000,0
2024;16-GABCOM;1601-GABCOM - GABINETE DE COMUNICAÇÃO - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;3070000,0
2024;18-SESAU;1801-SESAU - SECRETARIA DE SAÚDE - ADMINISTRAÇÃO DIRETA;10-SAÚDE;1217-FORTALECIMENTO DAS AÇÕES DE VIGILÂNCIA EM SAÚDE;2893 - DESENVOLVIMENTO DE AÇÕES DE COMBATE E CONTROLE DE SITUAÇÕES DE EMERGÊNCIAS SANITÁRIAS;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;7500,0
2024;18-SESAU;1801-SESAU - SECRETARIA DE SAÚDE - ADMINISTRAÇÃO DIRETA;10-SAÚDE;1217-FORTALECIMENTO DAS AÇÕES DE VIGILÂNCIA EM SAÚDE;2893 - DESENVOLVIMENTO DE AÇÕES DE COMBATE E CONTROLE DE SITUAÇÕES DE EMERGÊNCIAS SANITÁRIAS;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;500,0
2024;18-SESAU;1801-SESAU - SECRETARIA DE SAÚDE - ADMINISTRAÇÃO DIRETA;10-SAÚDE;2107-GESTÃO DAS POLÍTICAS MUNICIPAIS DE SAÚDE;2074 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE SAÚDE NA ATENÇÃO BÁSICA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;56000,0
2024;18-SESAU;1801-SESAU - SECRETARIA DE SAÚDE - ADMINISTRAÇÃO DIRETA;10-SAÚDE;2165-GESTÃO ADMINISTRATIVA DO SISTEMA MUNICIPAL DE SAÚDE;2078 - APOIO ADMINISTRATIVO ÀS AÇÕES DE SAÚDE;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;1000,0
2024;19-STQP;1901-STQP - SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA;11-TRABALHO;1320-PROMOÇÃO SOCIAL E PROFISSIONAL PARA GERAÇÃO DE TRABALHO E RENDA;2992 - QUALIFICAÇÃO SOCIAL PROFISSIONAL E DIFUSÃO DO EMPREENDEDORISMO PARA GERAÇÃO DE TRABALHO E RENDA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;6220000,0
2024;19-STQP;1901-STQP - SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA;11-TRABALHO;1320-PROMOÇÃO SOCIAL E PROFISSIONAL PARA GERAÇÃO DE TRABALHO E RENDA;2992 - QUALIFICAÇÃO SOCIAL PROFISSIONAL E DIFUSÃO DO EMPREENDEDORISMO PARA GERAÇÃO DE TRABALHO E RENDA;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;1500000,0
2024;19-STQP;1901-STQP - SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA;11-TRABALHO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2250 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE TRABALHO E QUALIFICAÇÃO PROFISSIONAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;6595000,0
2024;19-STQP;1901-STQP - SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA;11-TRABALHO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;3000000,0
2024;19-STQP;1901-STQP - SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA;11-TRABALHO;1320-PROMOÇÃO SOCIAL E PROFISSIONAL PARA GERAÇÃO DE TRABALHO E RENDA;2992 - QUALIFICAÇÃO SOCIAL PROFISSIONAL E DIFUSÃO DO EMPREENDEDORISMO PARA GERAÇÃO DE TRABALHO E RENDA;4-DESPESAS DE CAPITAL;700-OUTRAS TRANSF. CONV. OU INSTRUM. CONGÊNERES - UNIÃO;4990000,0
2024;19-STQP;1901-STQP - SECRETARIA DO TRABALHO E QUALIFICAÇÃO PROFISSIONAL - ADMINISTRAÇÃO DIRETA;11-TRABALHO;1321-FORTALECIMENTO DE ATIVIDADES ECONÔMICAS;2256 - FOMENTO À ECONOMIA POPULAR E SOLIDÁRIA;4-DESPESAS DE CAPITAL;700-OUTRAS TRANSF. CONV. OU INSTRUM. CONGÊNERES - UNIÃO;10000,0
2024;20-SEINFRA;2001-SEINFRA - SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO DIRETA;15-URBANISMO;1303-GESTÃO DE RISCO EM ENCOSTAS E ALAGADOS;2211 - DEFESA CIVIL PERMANENTE;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;55665000,0
2024;20-SEINFRA;2001-SEINFRA - SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO DIRETA;15-URBANISMO;1303-GESTÃO DE RISCO EM ENCOSTAS E ALAGADOS;2211 - DEFESA CIVIL PERMANENTE;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;4000000,0
2024;20-SEINFRA;2001-SEINFRA - SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO DIRETA;15-URBANISMO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2191 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE INFRAESTRUTURA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;14220000,0
2024;20-SEINFRA;2001-SEINFRA - SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO DIRETA;15-URBANISMO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;100000,0
2024;20-SEINFRA;2001-SEINFRA - SECRETARIA DE INFRAESTRUTURA - ADMINISTRAÇÃO DIRETA;15-URBANISMO;1303-GESTÃO DE RISCO EM ENCOSTAS E ALAGADOS;2211 - DEFESA CIVIL PERMANENTE;4-DESPESAS DE CAPITAL;754-RECURSOS DE OPERAÇÕES DE CRÉDITO;5100000,0
2024;21-SDECTI;2101-SDECTI - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO, CIÊNCIA, TECNOLOGIA E INOVAÇÃO - ADMINISTRAÇÃO DIRETA;19-CIÊNCIA E TECNOLOGIA;1315-APOIO À INOVAÇÃO E DIFUSÃO DO CONHECIMENTO CIENTÍFICO E TECNOLÓGICO;2049 - DESENVOLVIMENTO DE INSTRUMENTOS DE APOIO À INOVAÇÃO E À DIFUSÃO DO CONHECIMENTO CIENTÍFICO E TECNOLÓGICO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;1000000,0
2024;21-SDECTI;2101-SDECTI - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO, CIÊNCIA, TECNOLOGIA E INOVAÇÃO - ADMINISTRAÇÃO DIRETA;19-CIÊNCIA E TECNOLOGIA;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2621 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE DESENVOLVIMENTO ECONÔMICO E TECNOLOGIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;5100000,0
2024;21-SDECTI;2101-SDECTI - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO, CIÊNCIA, TECNOLOGIA E INOVAÇÃO - ADMINISTRAÇÃO DIRETA;19-CIÊNCIA E TECNOLOGIA;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;1180000,0
2024;21-SDECTI;2101-SDECTI - SECRETARIA DE DESENVOLVIMENTO ECONÔMICO, CIÊNCIA, TECNOLOGIA E INOVAÇÃO - ADMINISTRAÇÃO DIRETA;19-CIÊNCIA E TECNOLOGIA;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2621 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE DESENVOLVIMENTO ECONÔMICO E TECNOLOGIA;4-DESPESAS DE CAPITAL;700-OUTRAS TRANSF. CONV. OU INSTRUM. CONGÊNERES - UNIÃO;4500000,0
2024;22-SEMUL;2201-SEMUL - SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;1235-DESENVOLVIMENTO DE POLÍTICAS PARA PROMOÇÃO DA IGUALDADE DE GÊNERO;2070 - FORTALECIMENTO DA PARTICIPAÇÃO POLÍTICA E DOS DIREITOS DAS MULHERES;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;35000,0
2024;22-SEMUL;2201-SEMUL - SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;1235-DESENVOLVIMENTO DE POLÍTICAS PARA PROMOÇÃO DA IGUALDADE DE GÊNERO;2080 - PROMOÇÃO E EMPODERAMENTO ECONÔMICO DAS MULHERES;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;190000,0
2024;22-SEMUL;2201-SEMUL - SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;1235-DESENVOLVIMENTO DE POLÍTICAS PARA PROMOÇÃO DA IGUALDADE DE GÊNERO;2108 - PROMOÇÃO DA CIDADE SEGURA PARA AS MULHERES;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;150000,0
2024;22-SEMUL;2201-SEMUL - SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;1252-GESTÃO DA POLÍTICA INTEGRADA DE PREVENÇÃO À VIOLÊNCIA E PROMOÇÃO DA CULTURA DE PAZ E JUSTIÇA RESTAURATIVA;2073 - ATENDIMENTO À PESSOA EM SITUAÇÃO DE VIOLÊNCIA DE GÊNERO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;260000,0
2024;22-SEMUL;2201-SEMUL - SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;1252-GESTÃO DA POLÍTICA INTEGRADA DE PREVENÇÃO À VIOLÊNCIA E PROMOÇÃO DA CULTURA DE PAZ E JUSTIÇA RESTAURATIVA;2076 - PREVENÇÃO DA VIOLÊNCIA DE GÊNERO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;80000,0
2024;22-SEMUL;2201-SEMUL - SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2081 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DA POLÍTICA DE GÊNERO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;5075000,0
2024;22-SEMUL;2201-SEMUL - SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;2300000,0
2024;22-SEMUL;2201-SEMUL - SECRETARIA DA MULHER - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;1235-DESENVOLVIMENTO DE POLÍTICAS PARA PROMOÇÃO DA IGUALDADE DE GÊNERO;2080 - PROMOÇÃO E EMPODERAMENTO ECONÔMICO DAS MULHERES;3-DESPESAS CORRENTES;700-OUTRAS TRANSF. CONV. OU INSTRUM. CONGÊNERES - UNIÃO;100000,0
2024;23-SESAN;2301-SESAN - SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA;17-SANEAMENTO;1220-PROMOÇÃO DE POLÍTICAS DE SANEAMENTO;1579 - URBANIZAÇÃO DA BACIA DO BEBERIBE;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;620000,0
2024;23-SESAN;2301-SESAN - SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA;17-SANEAMENTO;1220-PROMOÇÃO DE POLÍTICAS DE SANEAMENTO;2044 - MANUTENÇÃO DOS SISTEMAS DE ESGOTAMENTO SANITÁRIO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;10000,0
2024;23-SESAN;2301-SESAN - SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA;17-SANEAMENTO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2246 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE SANEAMENTO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;4300000,0
2024;23-SESAN;2301-SESAN - SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA;17-SANEAMENTO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;2140000,0
2024;23-SESAN;2301-SESAN - SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA;17-SANEAMENTO;1220-PROMOÇÃO DE POLÍTICAS DE SANEAMENTO;1252 - SANEAMENTO INTEGRADO;4-DESPESAS DE CAPITAL;700-OUTRAS TRANSF. CONV. OU INSTRUM. CONGÊNERES - UNIÃO;5000000,0
2024;23-SESAN;2301-SESAN - SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA;17-SANEAMENTO;1220-PROMOÇÃO DE POLÍTICAS DE SANEAMENTO;1579 - URBANIZAÇÃO DA BACIA DO BEBERIBE;4-DESPESAS DE CAPITAL;700-OUTRAS TRANSF. CONV. OU INSTRUM. CONGÊNERES - UNIÃO;9170000,0
2024;23-SESAN;2301-SESAN - SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA;17-SANEAMENTO;1220-PROMOÇÃO DE POLÍTICAS DE SANEAMENTO;1252 - SANEAMENTO INTEGRADO;4-DESPESAS DE CAPITAL;754-RECURSOS DE OPERAÇÕES DE CRÉDITO;26500000,0
2024;23-SESAN;2301-SESAN - SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO DIRETA;17-SANEAMENTO;1220-PROMOÇÃO DE POLÍTICAS DE SANEAMENTO;1579 - URBANIZAÇÃO DA BACIA DO BEBERIBE;4-DESPESAS DE CAPITAL;754-RECURSOS DE OPERAÇÕES DE CRÉDITO;9460000,0
2024;24-CGM;2401-CGM - CONTROLADORIA GERAL DO MUNICÍPIO - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2015 - GESTÃO E APERFEIÇOAMENTO DO CONTROLE INTERNO E SOCIAL DA ADMINISTRAÇÃO MUNICIPAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;10770000,0
2024;24-CGM;2401-CGM - CONTROLADORIA GERAL DO MUNICÍPIO - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2217 - PREVENÇÃO E COMBATE À CORRUPÇÃO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;10000,0
2024;24-CGM;2401-CGM - CONTROLADORIA GERAL DO MUNICÍPIO - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;490000,0
2024;25-SEGOV;2501-SEGOV - SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;1250-FORTALECIMENTO DAS POLÍTICAS PARA PROTEÇÃO ANIMAL;2026 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DA POLÍTICA DE PROTEÇÃO ANIMAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;3030000,0
2024;25-SEGOV;2501-SEGOV - SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;1250-FORTALECIMENTO DAS POLÍTICAS PARA PROTEÇÃO ANIMAL;2111 - AMPLIAÇÃO E FORTALECIMENTO DO PROGRAMA DE PROTEÇÃO ANIMAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;10000,0
2024;25-SEGOV;2501-SEGOV - SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2064 - ASSESSORAMENTO GOVERNAMENTAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;400000,0
2024;25-SEGOV;2501-SEGOV - SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2098 - EMENDAS PARLAMENTARES;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;4770000,0
