Ano;Esfera;Esfera_descrição;Órgão;Órgão_descrição;UO;UO_descrição;Função;Função_descrição;Subfunção;Subfunção_descrição;Programa;Programa_descrição;Ação;Ação_título;Produto_ação_descrição;Unidade_medida_ação_símbolo;Unidade_medida_ação_descrição;Localizador;Localizador_subtítulo;Região;Região_descrição;UF;UF_descrição;Município;Município_descrição;Recorte_geográfico;Liquidado_regionalização;Realizado_regionalização;Houve regionalização?;Justificativa do Órgão Gestor
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32101;32101 - Ministério de Minas e Energia - Administração Direta;28;28 - Encargos Especiais;846;846 - Outros Encargos Especiais;0909;0909 - Operações Especiais: Outros Encargos Especiais;00OE;00OE - Remuneração da Empresa Pré-Sal Petróleo S.A. pela Gestão de Contratos;--------------------;--------------------;--------------------;0001;0001 - Nacional;SD;Região Sudeste;RJ;Rio de Janeiro;3304557;Rio de Janeiro;Não Definido;122.320.364,28;2;Sim;"Originalmente, essa ação orçamentária nunca foi regionalizada.
Divide-se em dois planos orçamentários:

PO 0001: Bônus de Assinatura 
Orçamento R$ 38.418.891,48. Empenhado, liquidado e pago em sua integralidade (100%). Isto foi possível porque recebeu um crédito suplementar de R$ 4.471.181,00, autorizados pela Lei nº 14.709, de 25 de outubro de 2023; no entanto, o montante utilizado foi de R$ 4.222.966,00. A diferença deste valor, ou seja, R$ 248.215,00, a setorial orçamentária (CGOF) capturou para regularização de contas do MME que estavam com saldo invertido, por essa razão, ao verificar no SIOP, surge o Alerta: ""Reprogramado maior que a dotação atual"", pois é exatamente no valor de R$ 248.215,00.

PO 0002: Contrato de Remuneração pela Gestão de Contratos 
Orçamento de R$ 92.299.885,62. Empenhado 100%. Liquidado e pago: R$ 83.901.472,80. Diferença inscrita em restos a pagar por meio da NE 010, em 18/12/2023 (R$ 8.398.412,82) que corresponderá aos serviços que a PPSA presta para o MME no mês de dezembro de 2023, a serem pagos em janeiro de 2024.


PO 0001: Bônus de Assinatura (Físico Realizado: 1 Bônus de Assinatura Pago)
PO 0002: Contrato de Remuneração pela Gestão de Contratos (Físico Realizado: 1 Contrato de Remuneração pela Gestão de Contratos Pago)"
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;2000;2000 - Administração da Unidade;--------------------;--------------------;--------------------;0001;0001 - Nacional;ND;Não definido;ND;Não definido;ND;Não definido;Não Definido;0;0;Não;Não Aplicável
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;126;126 - Tecnologia da Informação;3002;3002 - Geologia, Mineração e Transformação Mineral;2B51;2B51 - Gestão e Disseminação da Informação Geológica;Serviço de informação prestado;%;percentual;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;22.996.491,70;97;Não;O produto da ação é implementado de forma distribuída em todas as unidades regionais da CPRM, com distribuição em todas as regiões do país.
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;127;127 - Ordenamento Territorial;3002;3002 - Geologia, Mineração e Transformação Mineral;2D62;2D62 - Levantamentos Geológico-Ambientais aplicados ao Ordenamento Territorial;Produto disponibilizado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;1.725.316,78;82;Não;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;128;128 - Formação de Recursos Humanos;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;4572;4572 - Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;Servidor capacitado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;2.313.491,59;752;Não;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;182;182 - Defesa Civil;2218;2218 - Gestão de Riscos e de Desastres;20L9;20L9 - Levantamentos, Estudos, Previsão e Alerta de Eventos Hidrológicos Críticos;Sistema disponibilizado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;3.394.713,42;18;Não;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;182;182 - Defesa Civil;2218;2218 - Gestão de Riscos e de Desastres;20LA;20LA - Mapeamentos Geológico-geotécnicos voltados para a Prevenção de Desastres;Produto disponibilizado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;6.955.300,49;212;Não;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;331;331 - Proteção e Benefícios ao Trabalhador;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;212B;212B - Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes;--------------------;--------------------;--------------------;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;1.310.964,45;191;Não;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;544;544 - Recursos Hídricos;2221;2221 - Recursos Hídricos;2397;2397 - Levantamentos Hidrogeológicos, Estudos Integrados em Recursos Hídricos para Gestão e Ampliação da Oferta Hídrica;Levantamento realizado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;7.085.829,13;14;Não;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;571;571 - Desenvolvimento Científico;3002;3002 - Geologia, Mineração e Transformação Mineral;212H;212H - Manutenção de Contrato de Gestão com Organizações Sociais (Lei nº 9.637, de 15 de maio de 1998);Projeto apoiado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;2.537.603,00;13;Não;O produto da ação tem distribuição em todas as regiões do país, através das 13 unidades regionais da CPRM.
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;663;663 - Mineração;3002;3002 - Geologia, Mineração e Transformação Mineral;2399;2399 - Avaliação dos Recursos Minerais do Brasil;Área levantada;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;22.560.849,07;74;Sim;"Distribuição de recursos minerais no território Nacional.
Projeto Minerais de Transição Energética	
Uranio no Brasil https://rigeo.sgb.gov.br/handle/doc/24569 
Cobalto	https://www.sciencedirect.com/science/article/abs/pii/S0895981123001050 ; https://rigeo.sgb.gov.br/handle/doc/24337
Litio	https://rigeo.sgb.gov.br/handle/doc/23949
Ce-Terras Raras	https://jgsb.sgb.gov.br/index.php/journal/article/view/199 https://rigeo.sgb.gov.br/handle/doc/24521 https://rigeo.sgb.gov.br/handle/doc/24554
Cobre 	https://rigeo.sgb.gov.br/handle/doc/24509
Grafita	https://rigeo.sgb.gov.br/handle/doc/24501 https://rigeo.sgb.gov.br/handle/doc/24384
Ouro, cobre e Metais Base	https://www.sciencedirect.com/science/article/abs/pii/S0375674223000791 ; https://rigeo.sgb.gov.br/handle/doc/24579                             
	
Agrominerais e remineralizadores:	4 produtos tecnicos/areas avaliadas
Fosfato e Agrominerais	(1) https://rigeo.sgb.gov.br/handle/doc/24572  ;(2) https://europepmc.org/article/ppr/ppr592048  ; (3) dashboard Power Bi (https://app.powerbi.com/view?r=eyJrIjoiNmFmNjA2NzQtYTc5Ny00NWFiLTgwYmMtODk4YzQ3YTBlZTU0IiwidCI6ImE3YzY2YzgwLWIzNzMtNDE5Zi04ZjRiLTBjNTJlOTY0YmJiNSJ9) ; (4) https://www.sciencedirect.com/science/article/pii/S037567422300184X
	
Minerais e Rochas Industriais:	7 produtos tecnicos/areas avaliadas
Calcário da Bahia, insumos minerais construção civil Maceió, Rochas Ornamentais do Ceará, Rochas ornamentais Paraíba,  e 3 produtos  de materiais de construção de Criciúma-Tubarão e entorno	(1) https://rigeo.sgb.gov.br/handle/doc/24597; (2) https://rigeo.sgb.gov.br/handle/doc/24423; (3) https://rigeo.sgb.gov.br/handle/doc/24082 ;  (4) https://rigeo.sgb.gov.br/handle/doc/24009; (3 produtos no mesmo Link) https://rigeo.sgb.gov.br/handle/doc/24338
	
Licitação de Ativos Minerais	6 Blocos par licitação
Blocos pra licitação	Diamante de Stº Inácio (PR), Fosfato de Miriri (PE e PB), Gipsita do Rio Cupari (PA) e Calcário de Aveiro (PA), Caulim do Rio Capim (PA) e Ouro de Natividade (TO)
	
Levantamentos Geoquímicos - Área de 69.000 Km2 assim distribuídos: 
Bahia: Jacobina - Senhor do Bonfim, Filadélfia, Várzea Grande, Mirangaba, Caldeirão Grande Serrolândia, Quixabeira, Mundo Novo, Várzea da Roça, Senharol, Mairi, Mundo Novo
Pará: São Félix do Xingú
Mato Grosso: Nova Canaã do Norte, Colíder, Terra Nova do Norte, Carlinda, Apiacás
Manaus: Apuí
Rondônia: Espigão d'Oeste, Cacoal, Riozinho"
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;663;663 - Mineração;3002;3002 - Geologia, Mineração e Transformação Mineral;213Y;213Y - Levantamentos Geológicos e Integração Geológica Regional;Área levantada;km²;quilômetro quadrado;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;17.658.056,53;330.399;Sim;"A Área de Levantamentos geológicos mapeada foi de 62.634 km2 em escala sistemática (escala >1:250K) e , assim distribuídas 267.765 Km2: 

QuadrilateroFerrifero (MG) - Mapas de mapeamento sistemático:
https://rigeo.sgb.gov.br/handle/doc/24484;https://rigeo.sgb.gov.br/handle/doc/24485;https://rigeo.sgb.gov.br/handle/doc/24506;https://rigeo.sgb.gov.br/handle/doc/24491;ttps://rigeo.sgb.gov.br/handle/doc/24487;https://rigeo.sgb.gov.br/handle/doc/24483;https://rigeo.sgb.gov.br/handle/doc/24489;https://rigeo.sgb.gov.br/handle/doc/24490;https://rigeo.sgb.gov.br/handle/doc/24486;https://rigeo.sgb.gov.br/handle/doc/24505;https://rigeo.sgb.gov.br/handle/doc/24504 https://rigeo.sgb.gov.br/handle/doc/24535 e Mapa do Rio Verde Grande https://rigeo.sgb.gov.br/handle/doc/24565

Bloco Gavião - BA	https://rigeo.sgb.gov.br/handle/doc/24447                                                                       

Província Rondônia-Juruena (RO)	(https://rigeo.sgb.gov.br/handle/doc/24446; https://rigeo.sgb.gov.br/handle/doc/24500 ; https://rigeo.sgb.gov.br/handle/doc/24492 https://rigeo.sgb.gov.br/handle/doc/24551 e Mapa do Estado de Rondonia   https://rigeo.sgb.gov.br/handle/doc/24291                                                                              

Bacia Alagoas (AL) https://rigeo.sgb.gov.br/handle/doc/24471 ; https://rigeo.sgb.gov.br/handle/doc/24474 ; https://rigeo.sgb.gov.br/handle/doc/24472 ; https://rigeo.sgb.gov.br/handle/doc/24473 https://rigeo.sgb.gov.br/handle/doc/24559 ;https://rigeo.sgb.gov.br/handle/doc/24471

Carajás (PA)	https://rigeo.sgb.gov.br/handle/doc/24522 https://rigeo.sgb.gov.br/handle/doc/24511 https://rigeo.sgb.gov.br/handle/doc/24524 https://rigeo.sgb.gov.br/handle/doc/24510 https://rigeo.sgb.gov.br/handle/doc/24513 https://rigeo.sgb.gov.br/handle/doc/24523 https://rigeo.sgb.gov.br/handle/doc/24561

Sudeste de Goiás (GO) https://rigeo.sgb.gov.br/handle/doc/24516"
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;663;663 - Mineração;3002;3002 - Geologia, Mineração e Transformação Mineral;21BB;21BB - Pesquisa, Desenvolvimento e Inovação nas Geociências e Setor Mineral;Artigo científico publicado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;2.210.234,58;9;Não;A produção física resultante da execução de pesquisa, desenvolvimento e inovação tem impacto nacional.
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;663;663 - Mineração;3002;3002 - Geologia, Mineração e Transformação Mineral;2B53;2B53 - Produção Laboratorial de Análises Minerais - Rede LAMIN;Análise realizada;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;7.076.662,10;116.448;Não;Aa determinações analíticas executadas pela Rede LAMIN contempla amostras coletadas em todo território nacional, realizadas em laboratórios instalados em todas as regiões do país.
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32202;32202 - Companhia de Pesquisa de Recursos Minerais - CPRM;22;22 - Indústria;663;663 - Mineração;6013;6013 - Oceanos, Zona Costeira e Antártica;20LC;20LC - Levantamento Geológico, Oceanográfico e Ambiental do Potencial Mineral do Espaço Marinho e Costeiro;Mapa temático elaborado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;6.608.693,82;11;Sim;As áreas de Plataforma rasa trabalhadas em 2023 foram na Paraíba (Setores João Pessoa e cabedelo) e na Bahia (foz dos rios Pardo-Salobro e Jequitinhonha), 7 produtos foram desenvolvidos na Plataforma Continental Juridica Brasileira - PCJB - Águas Rasas. As áreas de mar profundo e águas internacionais estão espacializadas nos mapas publicados.
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32265;32265 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP;25;25 - Energia;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;2000;2000 - Administração da Unidade;--------------------;--------------------;--------------------;0001;0001 - Nacional;ND;Não definido;ND;Não definido;ND;Não definido;Não Definido;0;0;Não;Não Aplicável
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32265;32265 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP;25;25 - Energia;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;216H;216H - Ajuda de Custo para Moradia ou Auxílio-Moradia a Agentes Públicos;Agente público beneficiado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;236.578,59;10;Não;"
A unidade orçamentária não possui no momento sistemas auxiliares de controle que permitam a identificação da execução dessa ação de forma regionalizada."
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32265;32265 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP;25;25 - Energia;125;125 - Normatização e Fiscalização;3003;3003 - Petróleo, Gás, Derivados e Biocombustíveis;212J;212J - Regulação da Distribuição e Revenda de Derivados de Petróleo, Gás Natural e Biocombustíveis;Fiscalização realizada;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;33.035.051,30;21.249;Não;"
A unidade orçamentária não possui no momento sistemas auxiliares de controle que permitam a identificação da execução dessa ação de forma regionalizada."
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32265;32265 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP;25;25 - Energia;125;125 - Normatização e Fiscalização;3003;3003 - Petróleo, Gás, Derivados e Biocombustíveis;212K;212K - Regulação da Exploração, Desenvolvimento e Produção de Petróleo, Gás Natural e Biocombustíveis;Fiscalização realizada;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;20.254.565,12;2.051;Não;"
A unidade orçamentária não possui no momento sistemas auxiliares de controle que permitam a identificação da execução dessa ação de forma regionalizada."
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32265;32265 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - ANP;25;25 - Energia;331;331 - Proteção e Benefícios ao Trabalhador;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;212B;212B - Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes;--------------------;--------------------;--------------------;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;6.224.753,76;969;Não;"
A unidade orçamentária não possui no momento sistemas auxiliares de controle que permitam a identificação da execução dessa ação de forma regionalizada."
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;2000;2000 - Administração da Unidade;--------------------;--------------------;--------------------;0001;0001 - Nacional;ND;Não definido;ND;Não definido;ND;Não definido;Não Definido;0;0;Não;Não Aplicável
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;216H;216H - Ajuda de Custo para Moradia ou Auxílio-Moradia a Agentes Públicos;Agente público beneficiado;unidade;unidade;0001;0001 - Nacional;CO;Região Centro-Oeste;DF;Distrito Federal;ND;Não definido;Não Definido;65.534,54;2;Sim;Agentes sediados em Brasília-DF
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;125;125 - Normatização e Fiscalização;3001;3001 - Energia Elétrica;4880;4880 - Fiscalização dos Serviços de Energia Elétrica;Fiscalização realizada;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;23.632.999,62;957;Não;No caso da fiscalização de estruturas de geração, distribuição e transmissão, devido ao fato de o modelo de fiscalização adotado ser baseado em monitoramento e realização de campanhas por temas fiscalizatórios transversais não é possível estabelecer uma relação binária entre ação de fiscalização e Unidade Federativa (UF). Da mesma forma, no caso da fiscalização econômico-financeira, uma vez que o objeto da fiscalização são pessoas jurídicas outorgadas para atuarem de forma transversal no Setor, não há como estabelecer uma relação binária entre as ações de fiscalização e UFs.
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;128;128 - Formação de Recursos Humanos;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;4572;4572 - Capacitação de Servidores Públicos Federais em Processo de Qualificação e Requalificação;Servidor capacitado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;1.875.701,12;417;Não;A ANEEL não possui unidades desconcentradas. Dessa forma, não há como regionalizar despesas com capacitação de seus servidores.
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;CO;Região Centro-Oeste;GO;Goiás;ND;Não definido;Não Definido;0;37;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;CO;Região Centro-Oeste;MS;Mato Grosso do Sul;ND;Não definido;Não Definido;0;46;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;CO;Região Centro-Oeste;MT;Mato Grosso;ND;Não definido;Não Definido;0;35;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;8.255.920,21;12;Não;"Contratos de Concessão para estruturas de transmissão transversais.
A realização da meta física não tem relação direta com os recursos despendidos. Recursos são utilizados para contratação de consultorias, atividades de suporte, serviços de TI e viagens."
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;AL;Alagoas;ND;Não definido;Não Definido;0;4;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;BA;Bahia;ND;Não definido;Não Definido;0;505;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;CE;Ceará;ND;Não definido;Não Definido;0;311;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;MA;Maranhão;ND;Não definido;Não Definido;0;3;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;PB;Paraíba;ND;Não definido;Não Definido;0;60;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;PE;Pernambuco;ND;Não definido;Não Definido;0;54;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;PI;Piauí;ND;Não definido;Não Definido;0;274;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;RN;Rio Grande do Norte;ND;Não definido;Não Definido;0;68;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;SE;Sergipe;ND;Não definido;Não Definido;0;7;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NO;Região Norte;AM;Amazonas;ND;Não definido;Não Definido;0;4;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NO;Região Norte;RO;Rondônia;ND;Não definido;Não Definido;0;1;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;NO;Região Norte;TO;Tocantins;ND;Não definido;Não Definido;0;16;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;SD;Região Sudeste;MG;Minas Gerais;ND;Não definido;Não Definido;0;262;Sim;
2023;10;10 - Orçamento Fiscal;32000;32000 - Ministério de Minas e Energia;32266;32266 - Agência Nacional de Energia Elétrica - ANEEL;25;25 - Energia;130;130 - Administração de Concessões;3001;3001 - Energia Elétrica;4699;4699 - Outorga de Geração, Transmissão e Distribuição de Energia Elétrica;Outorga concedida;unidade;unidade;0001;0001 - Nacional;SD;Região Sudeste;RJ;Rio de Janeiro;ND;Não definido;Não Definido;0;4;Sim;
